,CENSUS_TRACT,TOT_POP,TOT_H,TOT_WA,TOT_BA,TOT_IA,TOT_AA,TOT_NA,TOT_OTHER,TOT_TOM,TOT_18+,TOT_H_18+,TOT_WA_18+,TOT_BA_18+,TOT_IA_18+,TOT_AA_18+,TOT_NA_18+,TOT_OTHER_18+,TOT_TOM_18+,TOT_HOUSE_UNITS,OCC_HOUSE_UNITS,VAC_HOUSE_UNITS,TOT_MED_AGE,PCT_M,M_MED_AGE,PCT_F,F_MED_AGE,AVG_HOUSE_SIZE,AVG_FAM_SIZE,HOME_VAC_RATE,RENT_VAC_RATE,PCT_OCC_OWNER,AVG_H_SIZE_OWNER,PCT_OCC_RENTER,AVG_H_SIZE_RENTER,PCT_LABOR,PCT_EMP,PCT_UNEMP,MHI_TOT,MHI_WA,MHI_BA,MHI_AA,MHI_H,TOT_FAM,PCT_FAM_POV,TOT_FAM_MARRIED,PCT_FAM_MARRIED_POV,TOT_FAM_F_ONLY,PCT_FAM_F_ONLY_POV,POV_RATE_NO_GED,POV_RATE_GED,POV_RATE_SOME_COL,POV_RATE_BACH_PLUS,MHI_OTHER,PCT_TOT_POP,PCT_H,PCT_WA,PCT_BA,PCT_AA,PCT_OTHER,PCT_TOT_POP_18,PCT_H_18,PCT_WA_18,PCT_BA_18,PCT_AA_18,PCT_OTHER_18,PCT_OCC_HOUSE,PCT_VAC_HOUSE,PCT_FAM,PCT_FAM_MARRIED,PCT_FAM_F_ONLY
3710,12105013802,6404,1010,3596,1539,23,97,8,14,117,4517,633,2827,911,16,78,6,9,37,2417,2203,214,32.8,47.7,31.9,52.3,33.8,2.91,3.31,3.1,10.1,70.4,2.82,29.6,3.12,64.2,59.4,7.5,36186.0,36774.0,31635.0,0.0,29912.0,1637,20.5,918,5.3,676,42.5,31.0,22.1,9.1,0.0,55836.80714063134,0.034061456355966684,15.771392879450344,56.1524047470331,24.031855090568392,1.514678326046221,2.5296689569019364,0.03052188091817548,14.01372592428603,62.585787026787685,20.168253265441667,1.7268098295328758,1.505423953951738,91.1460488208523,8.853951179147703,25.562148657089317,14.334790755777638,10.555902560899439
3711,12105013901,2856,438,1355,934,16,58,6,2,47,2087,268,1093,634,14,47,3,2,26,1351,1135,216,29.9,46.5,28.6,53.5,31.2,2.52,3.21,4.8,15.1,28.0,2.49,72.0,2.53,61.6,54.3,11.8,27191.0,29881.0,29402.0,0.0,43085.0,666,29.1,322,16.8,253,40.3,55.7,23.3,18.0,10.4,25403.0,0.015190430879550416,15.336134453781513,47.443977591036415,32.703081232493,2.030812324929972,2.4859943977591037,0.014102095522743465,12.841399137517968,52.371825586966935,30.378533780546242,2.2520364159080017,2.156205079060853,84.01184307920059,15.988156920799407,23.319327731092436,11.27450980392157,8.858543417366947
3712,12105013902,4898,258,4178,316,10,89,2,0,45,3970,182,3441,240,9,78,2,0,18,1994,1810,184,49.3,47.0,47.4,53.0,50.5,2.49,2.93,2.5,16.0,82.9,2.54,17.1,2.24,63.5,61.2,3.6,66576.0,68009.0,45197.0,24958.0,106719.0,1292,8.3,1021,5.4,210,24.8,19.8,21.8,8.0,4.0,70000.0,0.026051376207296195,5.267456104532462,85.30012249897918,6.451612903225806,1.8170681910984074,1.1637403021641486,0.02682573992587041,4.5843828715365245,86.6750629722922,6.045340050377834,1.964735516372796,0.7304785894206549,90.77231695085256,9.227683049147442,26.378113515720703,20.845242956308695,4.287464271131074
3713,12105014001,4920,312,4091,307,14,135,7,2,52,3859,198,3335,180,9,101,5,2,29,2537,2081,456,44.1,47.2,41.7,52.8,46.1,2.36,2.9,4.6,15.9,78.8,2.31,21.2,2.58,57.5,54.7,4.5,52930.0,53817.0,46111.0,0.0,23125.0,1549,12.4,1175,10.2,337,14.5,24.4,15.7,7.7,8.7,0.0,0.02616838933031794,6.341463414634147,83.15040650406505,6.239837398373984,2.7439024390243905,1.524390243902439,0.026075700346079075,5.130862917854366,86.42135268204198,4.66442083441306,2.6172583570873282,1.166105208603265,82.02601497832084,17.973985021679148,31.48373983739837,23.882113821138212,6.849593495934959
3714,12105014003,3348,299,2429,426,2,98,2,6,86,2609,203,2013,277,2,72,2,3,37,1668,1422,246,39.1,46.1,36.7,53.9,41.5,2.35,2.86,3.0,16.6,57.9,2.36,42.1,2.35,62.0,59.6,3.9,55000.0,51823.0,70292.0,83750.0,29265.0,815,5.4,630,2.9,113,23.0,22.3,3.2,1.5,6.6,0.0,0.017807269812582207,8.930704898446834,72.55077658303465,12.724014336917563,2.927120669056153,2.867383512544803,0.017629308681762195,7.78075891146033,77.15599846684553,10.617094672288232,2.7596780375622845,1.6864699118436182,85.25179856115108,14.748201438848922,24.342891278375152,18.817204301075268,3.375149342891278
3715,12105014005,3424,258,2873,146,15,96,0,7,29,2679,182,2288,109,10,73,0,1,16,1666,1403,263,44.7,49.5,43.2,50.5,46.1,2.44,2.93,3.9,22.4,79.8,2.44,20.2,2.43,58.3,56.3,3.5,55929.0,52269.0,0.0,230268.0,0.0,1029,5.9,901,4.9,75,22.7,11.0,9.9,0.0,3.1,0.0,0.01821149696483915,7.535046728971963,83.90771028037383,4.2640186915887845,2.803738317757009,1.4894859813084111,0.01810230661496394,6.79357969391564,85.40500186636805,4.068682344158268,2.7248973497573723,1.007838745800672,84.21368547418967,15.786314525810324,30.05257009345794,26.314252336448597,2.1904205607476634
3716,12105014006,2692,245,2052,172,5,157,1,2,58,2075,158,1670,109,5,105,1,0,27,1288,1103,185,43.8,47.8,43.4,52.2,44.0,2.44,2.92,3.9,20.3,82.4,2.57,17.6,1.84,67.3,66.8,0.8,78661.0,71705.0,135457.0,0.0,49417.0,790,5.2,709,2.0,67,19.4,13.1,9.7,5.0,0.0,0.0,0.014318151235206484,9.101040118870728,76.2258543833581,6.389301634472511,5.832095096582466,2.4517087667161963,0.014021010162766022,7.614457831325301,80.48192771084337,5.253012048192772,5.0602409638554215,1.5903614457831325,85.63664596273291,14.363354037267081,29.34621099554235,26.33729569093611,2.488855869242199
3717,12105014103,8341,3910,1941,2083,15,99,13,75,205,5332,2444,1394,1269,12,67,7,42,97,3798,2437,1361,29.5,48.3,28.5,51.7,30.1,3.42,3.7,19.6,22.8,69.8,3.2,30.2,3.94,77.8,61.6,19.9,37837.0,44342.0,31322.0,9783.0,37083.0,1570,19.4,1167,19.0,375,22.1,11.6,20.9,18.3,17.6,40111.40351972042,0.04436392996019958,46.87687327658554,23.27059105622827,24.973024817168206,1.186908044598969,3.6926028054190145,0.036028928283310085,45.83645911477869,26.144036009002253,23.799699924981248,1.2565641410352588,2.9632408102025507,64.16535018430753,35.83464981569247,18.822683131519003,13.991128162090877,4.495863805299124
3718,12105014104,436,40,368,20,2,4,0,0,2,367,16,335,11,2,3,0,0,0,293,194,99,53.3,56.9,51.0,43.1,58.0,2.25,2.81,7.5,20.8,80.9,2.1,19.1,2.89,44.5,44.5,0.0,28636.0,28636.0,0.0,0.0,0.0,41,29.3,41,29.3,0,0.0,0.0,20.0,28.4,0.0,0.0,0.002318987347158257,9.174311926605505,84.40366972477065,4.587155963302752,0.9174311926605505,0.9174311926605505,0.002479860592643436,4.35967302452316,91.28065395095368,2.997275204359673,0.8174386920980926,0.544959128065395,66.21160409556313,33.78839590443686,9.403669724770642,9.403669724770642,0.0
3719,12105014105,7236,1766,4988,363,9,27,1,1,81,5528,1077,4141,238,6,19,1,1,45,3819,2709,1110,41.2,50.5,40.5,49.5,41.7,2.67,3.06,4.5,31.1,75.3,2.61,24.7,2.84,50.2,45.9,8.7,37171.0,36776.0,46736.0,0.0,28969.0,1969,16.7,1498,10.7,267,27.3,27.0,17.6,11.1,5.7,29438.0,0.038486679917516385,24.405749032614704,68.9331122166943,5.016583747927031,0.3731343283582089,1.271420674405749,0.037353322496274974,19.48263386396527,74.9095513748191,4.305354558610709,0.34370477568740954,0.9587554269175109,70.93479968578161,29.06520031421838,27.21116639027087,20.702045328911,3.6898839137645107
3720,12105014121,1864,465,1126,210,5,34,0,3,21,1339,283,875,131,5,30,0,3,12,699,609,90,35.7,48.9,35.2,51.1,36.2,3.06,3.33,4.9,10.7,82.4,2.98,17.6,3.43,69.0,63.0,8.7,52125.0,56574.0,0.0,38583.0,25859.0,443,20.1,366,22.7,52,9.6,42.6,28.3,24.2,0.0,30385.0,0.009914202786933463,24.946351931330472,60.407725321888414,11.266094420600858,1.8240343347639485,1.555793991416309,0.009047774750816242,21.135175504107544,65.34727408513817,9.783420463032114,2.2404779686333085,1.4936519790888723,87.1244635193133,12.875536480686694,23.766094420600858,19.63519313304721,2.7896995708154506
3721,12105014123,5589,534,4397,433,6,144,0,3,72,4530,340,3776,274,6,101,0,0,33,2930,2399,531,49.4,47.9,48.7,52.1,50.2,2.33,2.72,6.0,18.8,83.5,2.24,16.5,2.79,51.9,47.3,8.9,49643.0,50978.0,37109.0,81625.0,56047.0,1657,6.4,1373,4.2,229,21.0,19.7,9.6,3.3,0.9,0.0,0.029726652025842883,9.554482018250134,78.67239219896224,7.747360887457506,2.576489533011272,1.4492753623188406,0.030609723391484375,7.505518763796909,83.35540838852097,6.048565121412803,2.2295805739514347,0.8609271523178808,81.87713310580205,18.122866894197955,29.64752191805332,24.566112005725532,4.0973340490248695
3722,12105014124,2339,184,1482,620,3,11,0,6,33,1948,99,1342,463,3,10,0,5,26,1399,1025,374,55.9,47.7,55.6,52.3,56.2,2.27,2.69,4.3,33.9,83.9,2.18,16.1,2.72,31.9,27.6,13.6,32768.0,47594.0,13917.0,0.0,76250.0,716,17.3,556,4.3,109,59.6,28.4,22.6,1.5,0.0,0.0,0.012440622488539362,7.866609662248825,63.36041043180847,26.507054296707995,0.470286447199658,1.7956391620350578,0.013162856769671428,5.082135523613963,68.8911704312115,23.767967145790557,0.5133470225872689,1.7453798767967144,73.26661901358112,26.73338098641887,30.61137238135955,23.77084224027362,4.660111158614793
3723,12105014125,5531,953,3082,1304,21,63,1,21,86,4232,624,2540,925,19,55,1,16,52,2594,2123,471,39.5,48.8,37.3,51.2,42.1,2.59,3.13,6.0,16.5,67.8,2.47,32.2,2.84,53.5,47.0,10.3,33995.0,37657.0,32791.0,0.0,39167.0,1563,10.8,1034,0.4,467,30.8,18.1,14.5,7.2,3.6,25547.0,0.029418162883331003,17.230157295244982,55.722292532995844,23.576206834207195,1.1390345326342433,2.3323088049177363,0.028596103618711233,14.744801512287333,60.01890359168242,21.85727788279773,1.2996219281663515,2.0793950850661624,81.84271395528143,18.15728604471858,28.258904357259084,18.694630265774727,8.443319472066534
3724,12105014201,5175,552,3960,547,13,30,0,7,66,4129,341,3398,322,12,25,0,3,28,2665,2143,522,48.5,48.2,47.3,51.8,49.6,2.4,2.84,4.0,14.7,76.6,2.29,23.4,2.77,51.3,46.8,8.8,39307.0,38530.0,40625.0,0.0,16795.0,1580,9.2,1084,4.1,339,25.4,8.5,7.4,16.3,0.0,0.0,0.02752467780170637,10.666666666666668,76.52173913043478,10.570048309178743,0.5797101449275363,1.6618357487922706,0.02790012094557152,8.258658270767741,82.29595543715186,7.798498425768951,0.6054734802615646,1.041414386049891,80.41275797373359,19.587242026266416,30.531400966183575,20.946859903381643,6.55072463768116
3725,12105014202,2303,209,1939,84,10,9,0,0,52,1857,126,1633,52,5,6,0,0,35,1157,965,192,48.0,48.6,47.1,51.4,48.6,2.39,2.78,6.2,8.5,80.0,2.27,20.0,2.85,52.8,48.2,8.7,44327.0,44872.0,0.0,0.0,19148.0,716,17.3,619,13.1,64,67.2,27.1,6.7,20.4,19.8,0.0,0.012249146469049232,9.075119409465913,84.19452887537993,3.64741641337386,0.39079461571862784,2.692140686061659,0.01254795945650916,6.78513731825525,87.93753365643511,2.8002154011847065,0.32310177705977383,2.1540118470651586,83.40535868625756,16.594641313742436,31.089882761615286,26.87798523664785,2.7789839339991316
3726,12105014203,2543,143,2333,28,6,10,0,0,23,2273,98,2122,23,5,10,0,0,15,2516,1232,1284,60.7,50.2,60.1,49.8,61.1,2.04,2.45,4.0,11.5,86.5,2.0,13.5,2.28,35.1,28.8,18.0,32273.0,32159.0,0.0,0.0,0.0,907,13.0,866,12.5,41,24.4,40.8,13.3,1.7,7.6,0.0,0.013525653265650106,5.623279591034212,91.74203696421549,1.1010617381046008,0.39323633503735744,1.1403853716083368,0.015358918602393815,4.31148262208535,93.35679718433788,1.0118785745710515,0.43994720633523976,0.8798944126704795,48.966613672496024,51.03338632750397,35.66653558788832,34.054266614235154,1.6122689736531655
3727,12105014301,1715,148,119,1419,7,0,0,0,22,1251,85,96,1053,5,0,0,0,12,882,692,190,36.6,50.6,33.5,49.4,41.2,2.48,3.2,2.3,19.4,36.8,2.42,63.2,2.51,53.2,41.0,22.9,20333.0,23665.0,14861.0,0.0,25240.0,341,36.1,126,0.0,177,55.9,48.9,16.4,10.3,36.0,0.0,0.009121704817377087,8.629737609329446,6.938775510204081,82.74052478134111,0.0,1.6909620991253644,0.008453148777648333,6.794564348521183,7.673860911270983,84.17266187050359,0.0,1.3589128697042365,78.45804988662131,21.541950113378686,19.88338192419825,7.346938775510205,10.32069970845481
3728,12105014302,5873,784,3640,1284,15,52,1,7,90,4362,499,2884,890,12,43,1,4,29,2650,2285,365,40.0,46.7,37.4,53.3,41.8,2.54,3.09,4.3,15.3,68.8,2.54,31.2,2.52,55.9,48.8,12.8,43000.0,47143.0,38750.0,0.0,48182.0,1460,13.8,1034,2.8,308,55.8,17.1,15.3,5.1,2.7,31758.88686417365,0.03123718506848725,13.3492252681764,61.97854588796186,21.862761791248083,0.885407798399455,1.9240592542142005,0.029474528351800183,11.439706556625401,66.11646033929391,20.403484640073362,0.9857863365428703,1.0545621274644659,86.22641509433963,13.773584905660377,24.859526647369318,17.605993529712244,5.244338498212158
3729,12105014400,7707,1070,5384,856,17,251,6,17,106,6355,725,4732,614,13,188,5,14,64,4214,3369,845,50.8,48.3,49.9,51.7,51.9,2.25,2.61,4.0,9.4,68.0,2.22,32.0,2.33,44.7,41.3,7.1,48431.0,52029.0,26802.0,36902.0,43203.0,2338,14.4,1901,10.7,328,40.5,30.2,14.2,5.0,5.2,71213.15753182094,0.040991824505845605,13.883482548332685,69.85857013104969,11.106786038666147,3.25677955105748,1.8943817308939923,0.04294145522138702,11.408339889850511,74.46105428796224,9.66168371361133,2.958300550747443,1.5106215578284816,79.94779307071666,20.052206929283344,30.336058128973658,24.66588815362657,4.255871285844038
3730,12105014501,8295,3214,4101,716,13,154,0,16,81,5789,1947,3205,480,9,99,0,11,38,3010,2615,395,32.2,50.6,31.3,49.4,33.1,3.17,3.5,3.3,13.7,76.1,2.98,23.9,3.79,55.1,52.7,4.4,39587.0,40849.0,18472.0,0.0,37419.0,1809,16.4,1239,3.9,466,45.5,23.0,5.9,11.5,0.0,28605.769230769227,0.044119266157517746,38.746232670283305,49.43942133815551,8.63170584689572,1.8565400843881856,1.3261000602772754,0.03911692907578434,33.63275177059941,55.36362065987217,8.291587493522197,1.7101399205389531,1.0019001554672655,86.87707641196013,13.122923588039868,21.808318264014467,14.936708860759493,5.617842073538276
3731,12105014502,3651,2294,1318,13,10,3,0,0,13,2468,1412,1031,4,7,3,0,0,11,1075,977,98,28.1,53.4,27.8,46.6,28.4,3.74,4.01,0.8,10.8,60.1,3.55,39.9,4.03,54.9,48.1,9.9,32577.0,31152.0,0.0,0.0,33882.0,723,37.5,467,32.5,204,51.0,32.7,35.3,0.0,0.0,0.0,0.019418859643290813,62.832100794302924,36.09969871268145,0.35606683100520403,0.08216926869350863,0.6299643933168995,0.01667655570202725,57.212317666126424,41.77471636952998,0.1620745542949757,0.12155591572123178,0.7293354943273906,90.88372093023256,9.11627906976744,19.80279375513558,12.791016159956175,5.587510271158587
3732,12105014600,4160,1460,2335,199,21,67,1,8,69,2911,859,1807,134,19,48,1,7,36,1513,1315,198,32.3,49.3,31.6,50.7,32.7,3.16,3.6,4.4,14.8,67.8,3.06,32.2,3.37,66.2,61.8,6.6,41774.0,38198.0,57604.0,0.0,44750.0,899,19.8,658,15.0,168,35.7,32.5,13.6,5.1,4.7,63250.0,0.0221261178077485,35.09615384615385,56.129807692307686,4.783653846153846,1.610576923076923,2.379807692307692,0.01966995690786115,29.50875987633116,62.07488835451734,4.603229130882858,1.6489178976296803,2.1642047406389557,86.91341705221414,13.086582947785855,21.610576923076923,15.817307692307692,4.038461538461538
3733,12105014701,4807,560,3802,286,17,60,1,12,69,3770,333,3152,189,15,44,1,9,27,2259,1973,286,44.3,47.8,41.8,52.2,46.5,2.44,2.94,3.7,14.1,76.8,2.41,23.2,2.52,62.7,58.3,7.0,46250.0,44688.0,47137.0,0.0,58462.0,1179,9.9,859,5.6,233,14.2,20.1,8.6,1.2,0.0,0.0,0.0255673673802517,11.649677553567713,79.09298939047223,5.949656750572083,1.248179737882255,2.059496567505721,0.02547431725957971,8.832891246684351,83.60742705570291,5.0132625994694955,1.16710875331565,1.3793103448275863,87.33953076582559,12.660469234174412,24.526731849386312,17.869773247347617,4.847097982109424
3734,12105014702,8900,1106,6181,1274,22,166,0,16,135,6707,666,4997,827,15,127,0,9,66,3788,3219,569,39.8,48.4,38.4,51.6,40.9,2.76,3.12,2.9,24.7,81.3,2.64,18.7,3.29,59.1,53.3,9.8,50475.0,51738.0,38333.0,110417.0,43636.0,2214,3.8,1687,0.0,373,22.5,9.6,5.4,7.7,0.0,44886.0,0.04733712704061579,12.426966292134832,69.4494382022472,14.314606741573034,1.8651685393258428,1.9438202247191012,0.04531995911405866,9.929923960041748,74.5042492917847,12.330401073505293,1.8935440584463992,1.3418816162218576,84.97888067581837,15.021119324181626,24.876404494382022,18.95505617977528,4.191011235955056
3735,12105014802,2857,550,1608,624,10,7,2,2,54,2029,318,1240,425,8,7,2,2,27,1109,981,128,32.2,48.7,31.8,51.3,32.5,2.91,3.3,2.4,13.0,69.3,2.87,30.7,3.01,62.1,54.6,12.0,39418.0,48274.0,31726.0,0.0,38438.0,653,20.1,474,8.2,128,64.1,24.9,13.9,7.4,0.0,38482.0,0.015195749657869585,19.250962548127408,56.28281414070704,21.841092054602733,0.2450122506125306,2.3801190059502977,0.013710182949519159,15.672745194677182,61.113849186791526,20.946278955150323,0.34499753573188763,1.9221291276490884,88.45807033363391,11.541929666366094,22.856142807140355,16.590829541477074,4.48022401120056
3736,12105014803,1980,161,1577,185,1,39,2,0,15,1491,109,1209,135,1,31,2,0,4,841,784,57,41.1,47.5,39.2,52.5,43.3,2.53,3.09,1.9,8.8,73.5,2.78,26.5,1.82,75.9,75.9,0.0,94423.0,95729.0,0.0,0.0,0.0,425,0.0,374,0.0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.01053118107195722,8.131313131313131,79.64646464646464,9.343434343434344,1.9696969696969695,0.9090909090909091,0.010074855977197176,7.310529845741113,81.08651911468813,9.054325955734406,2.079141515761234,0.4694835680751174,93.22235434007135,6.777645659928656,21.464646464646464,18.88888888888889,1.8181818181818181
3737,12105014804,7130,693,5668,368,19,277,1,16,88,5391,419,4462,241,12,198,1,12,46,3126,2717,409,43.0,48.9,42.3,51.1,43.7,2.62,3.0,4.4,12.5,85.1,2.55,14.9,3.05,55.8,53.3,3.8,57487.0,55593.0,90568.0,59904.0,114167.0,2001,7.9,1806,6.6,136,9.6,18.2,10.1,8.3,1.9,89617.09671077866,0.03792288941568433,9.719495091164095,79.49509116409537,5.161290322580645,3.884992987377279,1.7391304347826086,0.03642759796986584,7.772212947505102,82.76757558894454,4.470413652383602,3.672787979966611,1.3170098312001484,86.91618682021753,13.083813179782469,28.064516129032256,25.32959326788219,1.9074333800841514
3738,12105014901,8756,1758,5940,727,15,157,0,8,151,6352,1072,4553,525,12,119,0,4,67,3463,3115,348,34.4,48.9,33.8,51.1,35.0,2.81,3.21,3.3,9.8,79.4,2.78,20.6,2.94,69.8,62.3,10.7,58929.0,60020.0,66654.0,43977.0,43136.0,2039,7.7,1545,1.9,346,37.0,16.7,4.3,4.6,1.5,49639.91223937346,0.046571222962655257,20.0776610324349,67.8391959798995,8.302878026496117,1.7930561900411146,1.9872087711283692,0.04292118388139266,16.876574307304786,71.67821158690177,8.265113350125946,1.8734256926952142,1.306675062972292,89.95090961593993,10.049090384060063,23.286888990406577,17.645043398812245,3.9515760621288263
3739,12105014902,7268,2824,4000,287,22,26,0,15,94,4846,1539,3032,191,18,21,0,4,41,2261,2093,168,28.5,50.6,28.5,49.4,28.5,3.47,3.72,2.9,7.3,67.4,3.15,32.6,4.15,71.0,65.2,8.2,42596.0,42284.0,98161.0,0.0,33508.0,1719,13.5,1296,13.8,253,10.3,27.1,6.3,4.3,16.7,34375.0,0.03865688082372984,38.85525591634563,55.03577325261419,3.948816730875069,0.3577325261419923,1.802421574023115,0.03274497120422368,31.758151052414362,62.56706562113082,3.9413949649195215,0.4333470903838217,1.300041271151465,92.56965944272446,7.430340557275541,23.65162355531095,17.831590533847,3.481012658227848
3740,12105015000,5015,944,2439,1484,11,50,3,10,74,3502,565,1846,1004,7,37,2,6,35,2097,1839,258,30.9,48.4,30.2,51.6,31.8,2.68,3.25,3.5,12.2,49.3,2.85,50.7,2.51,70.2,65.3,7.0,47946.0,53158.0,38229.0,0.0,54595.0,1202,10.5,824,8.7,279,14.7,9.3,16.4,13.7,9.4,47017.80220500741,0.02667367327063912,18.823529411764707,48.634097706879366,29.59122632103689,0.9970089730807578,1.9541375872382853,0.023663410886750173,16.133637921187894,52.71273557966876,28.669331810394063,1.05653912050257,1.4277555682467162,87.6967095851216,12.303290414878399,23.968095712861416,16.43070787637089,5.563310069790628
3741,12105015101,3469,371,2783,156,10,69,2,3,75,2615,216,2210,93,9,56,1,3,27,1618,1416,202,40.0,47.1,37.3,52.9,42.2,2.45,2.95,3.9,13.1,78.6,2.37,21.4,2.73,60.2,55.2,8.3,49722.0,49987.0,0.0,0.0,55286.0,941,6.4,743,2.0,136,23.5,4.9,12.5,1.5,2.5,0.0,0.018450841989201817,10.6947247045258,80.22484865955607,4.49697319112136,1.989045834534448,2.5944076102623232,0.017669851361750914,8.260038240917781,84.51242829827916,3.5564053537284894,2.1414913957934987,1.5296367112810707,87.51545117428925,12.484548825710753,27.12597290285385,21.418276160276736,3.920438166618622
3742,12105015102,2284,176,2015,38,6,30,0,1,18,1790,117,1619,23,4,19,0,1,7,1072,943,129,45.3,48.5,41.9,51.5,47.5,2.41,2.9,2.6,15.8,78.7,2.39,21.3,2.49,62.4,57.9,6.4,56509.0,56638.0,0.0,0.0,36750.0,686,3.9,545,0.0,135,20.0,24.0,1.6,5.9,6.8,0.0,0.012148089680984995,7.705779334500876,88.22241681260947,1.6637478108581436,1.3134851138353765,1.094570928196147,0.012095232863301773,6.5363128491620115,90.44692737430168,1.2849162011173185,1.0614525139664803,0.6703910614525139,87.96641791044776,12.033582089552239,30.035026269702275,23.861646234676005,5.910683012259194
3743,12105015200,4738,820,1695,2134,5,11,3,4,66,3587,561,1438,1551,4,7,1,0,25,1565,1337,228,33.8,44.9,34.5,55.1,33.5,2.74,3.28,3.7,14.2,54.4,2.7,45.6,2.79,43.9,38.4,11.6,25799.0,33750.0,24090.0,0.0,25385.0,900,25.9,487,18.3,323,44.6,44.6,32.3,13.5,3.2,16389.0,0.025200371676228944,17.30688054031237,35.77458843393837,45.040101308569014,0.2321654706627269,1.646264246517518,0.02423776551992372,15.639810426540285,40.089211039866186,43.23947588514079,0.1951491497072763,0.8363534987454697,85.43130990415335,14.568690095846645,18.995356690586746,10.278598564795272,6.817222456732798
3744,12105015301,4385,648,2691,904,29,19,0,9,85,3143,383,2025,649,23,15,0,7,41,1684,1496,188,36.3,49.6,35.9,50.4,36.6,2.88,3.32,2.9,10.6,73.3,2.82,26.7,3.06,60.5,54.5,9.0,37586.0,43988.0,31750.0,0.0,35625.0,1022,12.5,746,8.4,219,25.6,21.0,9.3,4.3,24.1,30960.87366326216,0.023322842929561823,14.777651083238313,61.368301026225765,20.615735461801595,0.43329532497149376,2.805017103762828,0.021237607200758363,12.185809735921096,64.42888959592746,20.64906140629971,0.47725103404390706,2.2589882278078273,88.83610451306413,11.163895486935866,23.306727480045613,17.012542759407072,4.994298745724059
3745,12105015302,2868,509,2281,19,7,8,1,3,40,2133,336,1745,13,6,8,1,2,22,1171,975,196,39.1,52.3,38.9,47.7,39.3,2.94,3.23,4.9,4.9,78.5,2.85,21.5,3.29,55.7,51.0,8.4,44291.0,45417.0,0.0,0.0,33813.0,570,10.9,450,11.1,39,30.8,27.3,10.0,5.5,17.9,33000.0,0.015254256219380459,17.74755927475593,79.53277545327755,0.6624825662482566,0.2789400278940028,1.778242677824268,0.014412922735990326,15.752461322081576,81.80965775902484,0.6094702297233943,0.3750586029067042,1.4533520862634786,83.26216908625106,16.737830913748933,19.874476987447697,15.690376569037657,1.3598326359832638
3746,12105015401,2526,283,1485,704,7,10,3,4,30,1878,156,1175,511,7,10,3,3,13,1125,943,182,38.4,48.1,36.5,51.9,40.6,2.68,3.15,2.4,12.1,77.0,2.49,23.0,3.32,60.1,55.1,8.4,41234.0,42063.0,36491.0,26375.0,93286.0,604,4.5,402,0.0,164,10.4,16.4,8.8,3.8,1.8,0.0,0.013435234034224211,11.203483768804434,58.78859857482185,27.870150435471103,0.395882818685669,1.741884402216944,0.012689858836469682,8.30670926517572,62.566560170394034,27.209797657082003,0.5324813631522897,1.384451544195953,83.82222222222222,16.177777777777777,23.91132224861441,15.914489311163896,6.492478226444972
3747,12105015402,3198,320,2483,299,13,37,3,4,39,2538,222,2010,236,9,33,3,3,22,1356,1099,257,38.1,51.5,37.4,48.5,38.7,2.64,3.07,3.7,19.0,79.0,2.63,21.0,2.69,66.8,58.8,11.9,41458.0,45714.0,26250.0,0.0,22375.0,687,8.9,586,8.5,79,13.9,20.5,10.9,10.9,14.4,0.0,0.017009453064706664,10.006253908692933,77.64227642276423,9.34959349593496,1.1569731081926204,1.8449030644152593,0.017149553635228996,8.747044917257684,79.19621749408984,9.29866036249015,1.3002364066193852,1.4578408195429473,81.047197640118,18.952802359882007,21.482176360225143,18.323952470293932,2.470293933708568
3748,12105015404,967,29,918,2,4,3,0,5,6,859,24,817,2,3,3,0,5,5,773,446,327,60.1,50.5,60.2,49.5,60.0,2.17,2.48,2.8,17.3,86.1,2.17,13.9,2.18,45.0,40.6,9.7,39531.0,39531.0,0.0,0.0,0.0,303,5.6,303,5.6,0,0.0,0.0,0.0,7.8,8.6,0.0,0.005143258634637693,2.998965873836608,94.93278179937953,0.2068252326783868,0.3102378490175801,1.5511892450879008,0.00580436035171856,2.7939464493597206,95.11059371362049,0.23282887077997672,0.3492433061699651,1.5133876600698486,57.69728331177232,42.30271668822768,31.334022750775592,31.334022750775592,0.0
3749,12105015405,2662,412,1990,199,7,17,0,7,30,2074,267,1626,149,6,9,0,6,11,1136,948,188,36.6,48.0,35.5,52.0,37.5,2.57,3.03,5.2,12.7,77.8,2.47,22.2,2.9,42.8,40.9,4.2,33590.0,33457.0,77917.0,0.0,42604.0,732,11.6,520,6.7,160,31.3,41.7,14.4,7.0,0.0,26667.0,0.014158587885631374,15.477084898572501,74.75582268970699,7.475582268970698,0.6386175807663411,1.6528925619834711,0.014014253049434568,12.873674059787849,78.39922854387656,7.184185149469624,0.43394406943105107,1.1089681774349083,83.45070422535211,16.549295774647888,27.498121712997747,19.534184823441024,6.010518407212622
