,CENSUS_TRACT,TOT_POP,TOT_H,TOT_WA,TOT_BA,TOT_IA,TOT_AA,TOT_NA,TOT_OTHER,TOT_TOM,TOT_18+,TOT_H_18+,TOT_WA_18+,TOT_BA_18+,TOT_IA_18+,TOT_AA_18+,TOT_NA_18+,TOT_OTHER_18+,TOT_TOM_18+,TOT_HOUSE_UNITS,OCC_HOUSE_UNITS,VAC_HOUSE_UNITS,TOT_MED_AGE,PCT_M,M_MED_AGE,PCT_F,F_MED_AGE,AVG_HOUSE_SIZE,AVG_FAM_SIZE,HOME_VAC_RATE,RENT_VAC_RATE,PCT_OCC_OWNER,AVG_H_SIZE_OWNER,PCT_OCC_RENTER,AVG_H_SIZE_RENTER,PCT_LABOR,PCT_EMP,PCT_UNEMP,MHI_TOT,MHI_WA,MHI_BA,MHI_AA,MHI_H,TOT_FAM,PCT_FAM_POV,TOT_FAM_MARRIED,PCT_FAM_MARRIED_POV,TOT_FAM_F_ONLY,PCT_FAM_F_ONLY_POV,POV_RATE_NO_GED,POV_RATE_GED,POV_RATE_SOME_COL,POV_RATE_BACH_PLUS,MHI_OTHER,PCT_TOT_POP,PCT_H,PCT_WA,PCT_BA,PCT_AA,PCT_OTHER,PCT_TOT_POP_18,PCT_H_18,PCT_WA_18,PCT_BA_18,PCT_AA_18,PCT_OTHER_18,PCT_OCC_HOUSE,PCT_VAC_HOUSE,PCT_FAM,PCT_FAM_MARRIED,PCT_FAM_F_ONLY
953,12031017200,2284,131,843,1187,8,60,0,0,55,1940,101,809,935,8,55,0,0,32,1370,1081,289,42.8,56.1,44.7,43.9,40.1,1.51,2.83,22.2,9.7,14.2,1.5,85.8,1.52,43.1,41.6,1.9,16844.0,55172.0,10231.0,0.0,105521.0,185,30.8,119,18.5,44,79.5,56.9,47.4,19.3,9.0,0.0,0.012148089680984995,5.735551663747811,36.908931698774076,51.97022767075307,2.626970227670753,2.7583187390542907,0.013108799863019799,5.206185567010309,41.701030927835056,48.1958762886598,2.8350515463917527,2.0618556701030926,78.9051094890511,21.094890510948904,8.099824868651488,5.21015761821366,1.926444833625219
954,12031017300,6971,273,5592,861,42,47,3,10,143,5195,172,4308,575,31,37,2,4,66,2837,2565,272,35.8,48.6,34.9,51.4,36.4,2.72,3.1,2.8,9.7,70.7,2.74,29.3,2.66,62.1,54.1,11.3,48325.0,49222.0,30216.0,0.0,0.0,1963,10.6,1504,6.4,339,29.8,31.9,8.6,3.8,3.3,86324.0691133137,0.03707720366293625,3.9162243580547984,80.21804619136422,12.35116912924975,0.6742217759288481,2.840338545402381,0.03510320375690096,3.3108758421559195,82.92589027911454,11.068334937439845,0.712223291626564,1.9826756496631375,90.4124074726824,9.587592527317588,28.15951800315593,21.57509682972314,4.863003873188926
955,12031017400,2877,59,243,2507,15,1,1,2,49,1997,37,206,1720,11,1,1,2,19,1419,1113,306,33.1,46.7,32.2,53.3,34.0,2.53,3.3,3.6,16.4,41.4,2.47,58.6,2.58,45.6,37.7,15.7,21434.0,14563.0,22612.0,0.0,20759.0,616,45.8,176,15.9,368,57.9,61.2,35.8,47.9,0.0,0.0,0.015302125224252991,2.0507473062217585,8.446298227320124,87.13938129996525,0.03475842891901286,2.3288147375738615,0.013493955322912648,1.8527791687531296,10.315473209814723,86.12919379068603,0.050075112669003496,1.6524787180771157,78.43551797040169,21.56448202959831,21.41119221411192,6.117483489746264,12.791101842196733
956,12031990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,,,,
957,12033000100,1603,63,733,720,12,29,4,0,42,1364,43,685,569,10,28,4,0,25,963,795,168,44.4,49.5,41.1,50.5,47.7,1.94,2.75,6.9,13.7,45.7,2.09,54.3,1.83,49.3,43.4,12.0,26474.0,30395.0,18077.0,0.0,24559.0,396,28.0,181,13.3,192,45.3,57.0,4.4,3.7,10.6,40517.0,0.008526001645630011,3.9301310043668125,45.72676232064878,44.915782907049284,1.8091079226450406,3.6182158452900812,0.009216702584102579,3.1524926686217007,50.219941348973606,41.71554252199414,2.0527859237536656,2.859237536656891,82.55451713395638,17.445482866043612,24.703680598877106,11.291328758577666,11.977542108546475
958,12033000300,2518,74,1251,1055,17,48,2,1,70,1991,55,1111,731,16,41,2,1,34,1440,1154,286,41.1,49.2,40.4,50.8,42.4,2.18,2.92,7.3,19.9,53.9,2.07,46.1,2.31,61.3,57.7,5.7,28875.0,40897.0,17500.0,0.0,16875.0,637,15.1,248,0.0,273,35.2,33.7,17.6,10.9,15.1,19357.0,0.01339268380767085,2.938840349483717,49.68228752978555,41.89833200953137,1.9062748212867358,3.5742652899126295,0.013453412642923927,2.7624309392265194,55.80110497237569,36.71521848317428,2.059266700150678,2.6619789050728278,80.13888888888889,19.86111111111111,25.29785544082605,9.849086576648133,10.841938046068309
959,12033000400,3388,74,424,2777,11,19,13,2,68,2466,49,385,1964,9,15,5,0,39,1781,1551,230,39.8,41.2,34.5,58.8,43.3,2.1,3.13,3.8,6.9,25.5,2.47,74.5,1.97,40.2,33.4,16.9,14517.0,11353.0,16028.0,0.0,0.0,616,46.8,297,35.0,287,64.1,66.1,58.7,35.9,6.5,33542.0,0.018020020945349022,2.1841794569067297,12.514757969303425,81.96576151121606,0.5608028335301062,2.7744982290436835,0.01666304147536434,1.9870235198702353,15.612327656123275,79.64314679643147,0.6082725060827251,2.149229521492295,87.08590679393599,12.91409320606401,18.181818181818183,8.766233766233766,8.47107438016529
960,12033000500,1541,43,907,544,8,10,0,3,26,1245,33,764,413,7,9,0,3,16,766,668,98,42.5,46.9,39.7,53.1,44.2,2.27,2.95,3.3,11.7,70.5,2.36,29.5,2.04,66.2,53.7,13.7,46906.0,54839.0,34191.0,0.0,0.0,412,12.9,210,3.8,131,20.6,14.9,33.0,2.3,3.2,0.0,0.008196237389841453,2.790395846852693,58.85788449059053,35.30175210902012,0.6489292667099287,2.401038286826736,0.008412606097659613,2.6506024096385543,61.365461847389554,33.17269076305221,0.7228915662650602,2.0883534136546187,87.20626631853786,12.793733681462141,26.73588578844906,13.6275146009085,8.500973393900065
961,12033000600,1864,38,322,1453,4,14,1,1,31,1394,22,283,1054,3,14,1,0,17,884,708,176,36.1,51.3,38.2,48.7,34.5,2.36,3.16,4.3,12.1,49.7,2.3,50.3,2.42,60.9,42.3,30.5,25145.0,30682.0,20994.0,63036.0,27125.0,442,31.9,119,23.5,261,40.2,48.8,27.3,50.4,13.7,0.0,0.009914202786933463,2.03862660944206,17.27467811158798,77.95064377682404,0.7510729613733905,1.984978540772532,0.009419415984046185,1.5781922525107603,20.3012912482066,75.60975609756098,1.0043041606886656,1.5064562410329985,80.09049773755656,19.90950226244344,23.71244635193133,6.384120171673819,14.00214592274678
962,12033000800,4798,139,3325,1164,20,66,7,3,74,4049,106,2889,918,15,57,7,3,54,2858,2440,418,42.9,48.5,41.1,51.5,44.6,1.96,2.72,2.7,10.2,60.7,2.04,39.3,1.85,59.8,55.5,7.2,39842.0,53946.0,18795.0,0.0,29053.0,1040,11.1,560,9.6,335,18.2,57.0,9.4,8.4,7.7,0.0,0.025519498375379163,2.897040433513964,69.29970821175489,24.260108378491037,1.3755731554814505,2.1675698207586493,0.02735955187905524,2.617930353173623,71.35095085206224,22.67226475673006,1.4077550012348727,1.9510990367992098,85.37438768369489,14.625612316305109,21.675698207586493,11.671529804085036,6.9820758649437265
963,12033000900,2513,82,2170,190,7,33,0,5,26,2106,63,1825,171,3,25,0,1,18,1341,1208,133,45.8,47.9,43.8,52.1,47.7,2.08,2.73,3.7,7.2,77.6,2.12,22.4,1.94,70.1,68.3,1.9,73421.0,74408.0,11375.0,86797.0,0.0,752,2.0,683,2.2,69,0.0,28.3,9.3,7.9,3.3,0.0,0.013366089916074997,3.263032232391564,86.35097493036211,7.560684440907282,1.3131715081575805,1.5121368881814563,0.014230480676041081,2.9914529914529915,86.65716999050332,8.11965811965812,1.1870845204178537,1.0446343779677114,90.0820283370619,9.917971662938106,29.924393155590927,27.178670911261438,2.7457222443294866
964,12033001001,6030,186,5327,248,28,136,2,3,100,4733,134,4236,175,19,106,2,1,60,2673,2532,141,45.2,47.0,44.3,53.0,46.0,2.38,2.89,1.5,4.9,80.0,2.43,20.0,2.2,66.5,61.2,7.4,78600.0,80194.0,64926.0,85921.0,30917.0,1857,3.5,1470,2.4,289,4.8,35.9,13.2,8.1,3.4,41210.0,0.03207223326459699,3.084577114427861,88.34162520729684,4.112769485903814,2.255389718076285,2.2056384742951907,0.031981417397769434,2.831185294739066,89.49926051130362,3.6974434819353474,2.2395943376294105,1.7325163743925627,94.72502805836139,5.274971941638609,30.796019900497512,24.378109452736318,4.792703150912106
965,12033001002,2825,97,2432,131,17,82,0,0,66,2480,76,2166,112,17,67,0,0,42,1883,1614,269,40.9,47.3,39.3,52.7,42.3,1.75,2.54,4.8,10.6,44.5,1.91,55.5,1.62,69.5,60.7,11.2,46563.0,45268.0,82802.0,14659.0,86625.0,666,6.6,433,2.5,149,14.8,0.0,11.1,4.4,13.9,55966.0,0.015025548751656135,3.433628318584071,86.08849557522123,4.6371681415929205,2.9026548672566372,2.938053097345133,0.01675764106200469,3.064516129032258,87.33870967741936,4.516129032258064,2.7016129032258065,2.379032258064516,85.71428571428571,14.285714285714285,23.575221238938056,15.327433628318584,5.274336283185841
966,12033001101,5864,181,5075,326,26,139,4,15,98,4795,130,4203,259,16,109,3,7,68,2699,2507,192,48.5,45.6,45.9,54.4,50.7,2.25,2.78,2.0,9.3,81.8,2.23,18.2,2.36,62.6,57.2,7.4,71811.0,74957.0,22266.0,88125.0,14190.0,1654,3.4,1384,2.7,202,9.9,27.3,8.3,1.1,0.6,12273.0,0.031189316063614716,3.086630286493861,86.5450204638472,5.559345156889496,2.370395634379263,2.4386084583901773,0.032400358424319556,2.7111574556830034,87.65380604796663,5.401459854014599,2.273201251303441,1.9603753910323252,92.88625416821044,7.113745831789552,28.206002728512956,23.601637107776263,3.44474761255116
967,12033001103,2743,125,2338,166,9,42,1,0,62,2237,82,1950,122,9,35,1,0,38,1304,1205,99,46.5,50.5,44.1,49.5,48.3,2.28,2.78,2.2,13.3,72.0,2.41,28.0,1.93,64.9,59.6,6.9,56250.0,57500.0,53571.0,128047.0,70625.0,814,11.3,589,0.0,94,48.9,13.3,23.8,8.1,5.9,0.0,0.014589408929484168,4.557054320087495,85.23514400291651,6.051768137076194,1.5311702515493983,2.6248632883703973,0.01511566252246149,3.6656236030397853,87.17031738936075,5.453732677693339,1.5645954403218598,2.145730889584265,92.4079754601227,7.592024539877301,29.67553773240977,21.47283995625228,3.4269048487057967
968,12033001104,6396,274,4959,732,52,201,15,10,153,5179,179,4180,525,41,148,13,8,85,3111,2853,258,42.6,47.9,39.2,52.1,45.4,2.24,2.83,2.5,11.4,70.4,2.2,29.6,2.32,67.1,59.0,11.8,50933.0,55258.0,35828.0,50250.0,88750.0,1837,6.6,1264,4.5,449,14.5,8.2,5.9,11.8,0.0,20862.53140047646,0.03401890612941333,4.283927454659162,77.53283302063791,11.44465290806754,3.142589118198874,3.595997498436523,0.0349950899435977,3.456265688356826,80.71056188453369,10.137092102722534,2.857694535624638,2.838385788762309,91.70684667309547,8.293153326904532,28.721075672295182,19.762351469668545,7.020012507817386
969,12033001201,4372,229,2796,1036,31,149,5,9,117,3634,167,2474,751,28,135,5,6,68,2618,2234,384,37.8,48.3,36.0,51.7,39.2,1.95,2.77,2.6,16.5,39.8,2.04,60.2,1.89,65.0,55.5,11.2,32783.0,38395.0,26103.0,46282.0,24365.0,1091,8.3,678,1.3,289,28.4,21.7,10.9,17.1,2.9,19834.355785242606,0.02325369881141261,5.237877401646843,63.952424519670636,23.696248856358647,3.408051235132662,3.705397987191217,0.024555349846502036,4.595487066593286,68.07925151348377,20.66593285635663,3.7149146945514584,2.9444138690148596,85.33231474407945,14.667685255920551,24.954254345837146,15.507776761207683,6.61024702653248
970,12033001202,3846,242,2416,970,23,94,7,7,87,3048,169,2102,630,20,75,7,4,41,1986,1780,206,33.7,46.5,31.7,53.5,35.6,2.15,2.77,3.3,9.4,47.8,2.12,52.2,2.18,68.8,63.8,4.3,37981.0,38498.0,35000.0,4318.0,0.0,757,14.5,460,8.7,155,39.4,23.5,10.6,11.7,0.0,0.0,0.020456021415529026,6.292251690067603,62.818512740509625,25.221008840353615,2.4440977639105563,3.2241289651586063,0.02059568143427028,5.544619422572179,68.96325459317585,20.669291338582678,2.4606299212598426,2.3622047244094486,89.62739174219537,10.372608257804632,19.682787311492458,11.960478419136765,4.030161206448258
971,12033001300,4232,87,1195,2816,14,30,4,1,85,3199,60,994,2066,9,29,1,1,39,1876,1701,175,40.5,45.3,38.4,54.7,42.0,2.48,3.03,3.5,4.7,66.5,2.33,33.5,2.78,57.0,49.0,14.1,30203.0,34611.0,25737.0,0.0,15333.0,1253,20.7,594,0.0,506,44.5,43.0,12.6,16.2,3.4,14432.0,0.022509069846728763,2.055765595463138,28.237240075614366,66.5406427221172,0.7088846880907372,2.4574669187145557,0.02161600554731976,1.8755861206627071,31.072210065645518,64.58268208815254,0.9065332916536417,1.562988433885589,90.67164179104478,9.328358208955224,29.607750472589796,14.035916824196597,11.956521739130435
972,12033001401,4570,239,3585,234,11,349,22,7,123,4271,222,3346,215,11,333,22,7,115,550,497,53,21.3,44.5,21.5,55.5,21.2,2.5,3.02,3.0,7.2,46.1,2.56,53.9,2.45,55.9,53.3,4.4,36162.0,37199.0,28594.0,0.0,0.0,339,10.9,219,3.7,88,19.3,17.1,24.2,18.7,6.1,0.0,0.02430681691860833,5.229759299781182,78.44638949671773,5.12035010940919,7.636761487964989,3.5667396061269145,0.028859631038637916,5.197845937719504,78.3423085928354,5.033949894638258,7.796768906579256,3.6291266682275816,90.36363636363637,9.636363636363637,7.4179431072210065,4.792122538293216,1.9256017505470462
973,12033001402,6163,272,3365,2077,58,222,11,11,147,4791,188,2797,1489,45,172,7,5,88,2868,2546,322,36.3,48.2,34.5,51.8,38.3,2.41,2.99,3.8,12.8,62.6,2.41,37.4,2.43,66.0,56.6,13.4,34863.0,37591.0,22386.0,38583.0,73750.0,1354,17.9,967,6.6,329,49.5,37.6,19.6,8.8,6.1,67730.94203323917,0.03277963078104664,4.413435015414571,54.600032451728055,33.701119584617885,3.602141814051598,3.6832711341878954,0.03237332997099374,3.924024212064287,58.38029638906283,31.079106658317677,3.590064704654561,3.026508035900647,88.77266387726638,11.227336122733613,21.9698198929093,15.69041051435989,5.33830926496836
974,12033001500,1328,2,44,1258,2,0,1,0,21,985,1,35,938,2,0,1,0,8,663,529,134,39.2,47.1,35.9,52.9,41.2,2.51,3.15,3.5,5.9,61.1,2.43,38.9,2.63,52.5,42.2,14.3,21561.0,0.0,21561.0,0.0,0.0,429,35.9,214,47.2,184,26.6,28.4,33.7,42.0,8.9,0.0,0.0070633376078581755,0.15060240963855423,3.313253012048193,94.7289156626506,0.0,1.8072289156626504,0.006655756631481702,0.10152284263959391,3.5532994923857872,95.22842639593908,0.0,1.116751269035533,79.78883861236802,20.211161387631975,32.30421686746988,16.114457831325304,13.855421686746988
975,12033001600,2697,392,802,1383,22,64,1,1,32,2383,388,782,1103,21,62,1,1,25,509,416,93,44.2,76.7,43.6,23.3,49.7,2.48,3.3,2.3,17.6,59.6,2.31,40.4,2.73,12.1,9.4,22.5,23546.0,76359.0,21289.0,0.0,0.0,217,21.2,107,7.5,69,43.5,31.3,0.0,7.8,0.0,0.0,0.014344745126802335,14.53466814979607,29.736744530960323,51.279199110122356,2.3730070448646643,2.0763811642565813,0.0161022010688537,16.281997482165337,32.81577843054973,46.286193873268985,2.601762484263533,2.014267729752413,81.72888015717092,18.271119842829076,8.045977011494253,3.967371153133111,2.5583982202447166
976,12033001700,2782,93,1045,1493,37,16,8,7,83,1857,58,857,864,27,12,5,0,34,1254,1072,182,27.0,46.0,28.5,54.0,25.5,2.57,3.07,3.5,11.0,44.2,2.33,55.8,2.76,61.1,46.3,24.2,18527.0,24069.0,12500.0,0.0,16979.0,738,48.4,251,23.5,453,65.8,27.4,25.7,6.6,21.7,0.0,0.01479684128393181,3.3429187634795112,37.56290438533429,53.66642703091301,0.5751258087706687,4.852624011502516,0.01254795945650916,3.12331717824448,46.14970382337103,46.52665589660743,0.6462035541195477,3.5541195476575123,85.48644338118022,14.513556618819775,26.52767792954709,9.022286125089863,16.283249460819555
977,12033001800,2103,79,715,1206,27,37,0,2,37,1575,54,562,895,19,23,0,2,20,1004,806,198,39.0,50.5,34.8,49.5,41.5,2.45,3.2,3.3,14.4,57.3,2.37,42.7,2.55,59.2,44.9,24.0,26675.0,34402.0,25563.0,0.0,0.0,493,22.3,228,11.4,141,51.8,41.0,31.8,22.9,35.5,0.0,0.011185390805215169,3.7565382786495483,33.99904897765097,57.34664764621969,1.759391345696624,3.138373751783167,0.010642453497039269,3.428571428571429,35.682539682539684,56.82539682539682,1.4603174603174605,2.6031746031746033,80.2788844621514,19.721115537848604,23.44270090347123,10.841654778887303,6.704707560627675
978,12033001900,1937,90,672,1035,19,81,0,6,34,1474,64,593,713,19,66,0,2,17,884,711,173,39.2,51.7,39.2,48.3,39.2,2.55,3.22,5.0,17.4,56.1,2.44,43.9,2.7,52.2,40.4,22.6,19908.0,32009.0,18583.0,15521.0,33750.0,280,25.7,150,9.3,91,20.9,53.9,26.3,14.6,0.0,0.0,0.010302473604232898,4.646360351058338,34.69282395456892,53.43314403717089,4.181724315952503,3.0459473412493545,0.009959985050562467,4.341926729986431,40.23066485753053,48.37177747625509,4.477611940298507,2.578018995929444,80.42986425339367,19.570135746606336,14.455343314403718,7.743933918430562,4.697986577181208
979,12033002000,2147,43,583,1395,30,35,8,1,52,1605,26,467,1028,28,30,6,0,20,1176,910,266,39.8,44.6,38.2,55.4,41.6,2.34,3.12,2.8,25.3,45.9,2.34,54.1,2.35,53.5,35.0,34.6,23245.0,24539.0,22658.0,0.0,0.0,533,25.3,254,7.1,270,43.3,40.6,20.1,33.6,0.0,19267.0,0.011419417051258662,2.0027945971122496,27.154168607359107,64.97438285980438,1.6301816488122962,4.2384722869119695,0.010845166896982875,1.61993769470405,29.09657320872274,64.04984423676012,1.8691588785046727,3.364485981308411,77.38095238095238,22.61904761904762,24.825337680484395,11.83046110852352,12.575687005123429
980,12033002100,5209,341,2484,1981,43,204,11,9,136,3805,210,2084,1235,37,160,9,4,66,2581,2096,485,33.6,49.2,32.5,50.8,34.4,2.49,3.13,4.2,17.0,44.6,2.39,55.4,2.56,68.0,49.3,23.5,25516.0,27792.0,20257.0,46389.0,27821.0,1154,21.7,582,10.8,404,34.7,39.4,28.4,5.9,2.6,23864.0,0.027705516264558163,6.546362065655596,47.68669610289883,38.03033211748896,3.9162987137646383,3.8203110001919756,0.025710816226180586,5.519053876478318,54.7700394218134,32.45729303547964,4.204993429697766,3.0486202365308803,81.20883378535451,18.791166214645486,22.153964292570553,11.172969859857938,7.7558072566711465
981,12033002200,3706,187,2238,970,42,119,1,6,143,2758,123,1826,591,36,95,1,6,80,1809,1576,233,35.5,48.9,34.2,51.1,37.0,2.35,2.99,3.4,11.7,55.3,2.21,44.7,2.53,61.9,53.5,13.3,27904.0,32318.0,8451.0,0.0,52500.0,823,26.5,551,8.0,217,61.8,30.0,22.6,18.4,19.0,16760.266218934306,0.019711392450845182,5.045871559633028,60.38855909336212,26.17377226119806,3.211009174311927,5.180787911494873,0.018636118568148764,4.459753444525018,66.20739666424946,21.428571428571427,3.444525018129079,4.459753444525018,87.1199557766722,12.880044223327806,22.207231516459792,14.867781975175392,5.855369670804102
982,12033002300,4788,240,3897,401,37,87,5,7,114,3958,172,3319,281,33,82,5,1,65,2796,2248,548,45.8,49.8,43.9,50.2,47.3,2.13,2.77,4.9,21.6,63.7,2.07,36.3,2.23,64.1,56.0,9.6,46250.0,47793.0,19052.0,0.0,46739.0,1301,8.1,936,2.9,224,35.3,55.3,5.2,5.2,10.4,0.0,0.025466310592187458,5.012531328320802,81.39097744360903,8.375104427736007,1.8170426065162906,3.404344193817878,0.026744654565892974,4.345629105608893,83.85548256695301,7.099545224861041,2.0717534108135425,2.627589691763517,80.4005722460658,19.599427753934194,27.172096908939015,19.548872180451127,4.678362573099415
983,12033002400,5852,940,3723,700,53,179,34,8,215,5545,879,3543,656,53,178,34,3,199,368,274,94,20.6,79.7,20.5,20.3,20.9,3.07,3.53,0.0,21.0,2.6,2.43,97.4,3.09,96.3,11.3,1.0,56528.0,65268.0,46875.0,0.0,55208.0,201,0.0,181,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.03112549072378467,16.062884483937115,63.61927546138072,11.961722488038278,3.058783321941217,5.2973342447026655,0.03746819342290968,15.852119026149683,63.89540126239856,11.830477908025248,3.21009918845807,5.21190261496844,74.45652173913044,25.543478260869566,3.4347231715652766,3.0929596719070402,0.30758714969241285
984,12033002500,2136,34,2050,11,9,19,0,3,10,1799,29,1730,9,7,17,0,1,6,3545,1006,2539,50.1,49.8,50.5,50.2,49.6,2.12,2.59,4.4,78.4,73.3,2.08,26.7,2.25,65.2,60.5,6.4,86106.0,87260.0,0.0,0.0,0.0,676,3.6,552,4.3,76,0.0,18.5,0.0,10.3,9.0,0.0,0.01136091048974779,1.5917602996254683,95.97378277153558,0.5149812734082396,0.8895131086142322,1.0299625468164793,0.012156046883284853,1.6120066703724294,96.1645358532518,0.500277932184547,0.9449694274596998,0.7782101167315175,28.37799717912553,71.62200282087447,31.647940074906366,25.842696629213485,3.5580524344569286
985,12033002601,2827,132,2186,266,20,113,0,3,107,2112,80,1689,182,15,96,0,3,47,1171,1068,103,39.5,48.8,38.6,51.2,40.3,2.65,3.02,2.5,13.3,80.5,2.57,19.5,2.96,62.1,51.1,12.3,52500.0,54191.0,108077.0,46625.0,0.0,689,12.9,548,8.6,121,34.7,41.4,13.4,18.3,4.4,0.0,0.015036186308294475,4.669260700389105,77.3257870534135,9.40926777502653,3.997170145030067,4.598514326140785,0.014271023356029802,3.787878787878788,79.9715909090909,8.617424242424242,4.545454545454546,3.077651515151515,91.20409906063193,8.795900939368062,24.37212592854616,19.384506544039617,4.280155642023346
986,12033002602,1109,47,1002,16,5,7,1,0,31,1008,39,926,16,5,5,0,0,17,3461,575,2886,52.4,55.3,50.2,44.7,55.3,1.93,2.38,21.6,65.5,62.6,1.93,37.4,1.92,55.4,49.9,4.7,103839.0,103839.0,0.0,0.0,0.0,411,3.6,396,0.0,15,100.0,0.0,0.0,0.0,3.3,0.0,0.005898525155959877,4.2380522993688015,90.3516681695221,1.4427412082957618,0.6311992786293958,3.3363390441839496,0.006811170238105132,3.869047619047619,91.86507936507937,1.5873015873015872,0.496031746031746,2.1825396825396823,16.613695463738804,83.38630453626119,37.06041478809738,35.70784490532011,1.3525698827772767
987,12033002603,7707,487,6193,488,46,209,12,34,238,5873,326,4861,338,39,164,8,23,114,3483,3056,427,37.9,51.4,35.8,48.6,39.7,2.52,2.99,3.3,12.2,67.5,2.51,32.5,2.54,66.6,54.2,9.2,62391.0,63049.0,57016.0,45694.0,77647.0,2154,7.7,1731,7.3,289,10.7,6.7,9.2,12.7,1.1,70069.0,0.040991824505845605,6.318930842091605,80.355520954976,6.331906059426496,2.711820422992085,4.281821720513818,0.039684526595626435,5.550825813042739,82.76860207730292,5.755150689596459,2.7924399795675123,3.1329814404903797,87.7404536319265,12.259546368073499,27.948618139353837,22.460101206695214,3.7498378097833136
988,12033002604,3978,148,3460,121,29,92,2,6,120,3143,105,2765,94,25,74,2,4,74,1972,1674,298,45.4,48.3,44.7,51.7,45.9,2.38,2.83,3.8,17.4,74.6,2.32,25.4,2.55,55.6,50.6,4.4,61790.0,61477.0,0.0,0.0,0.0,1233,8.1,961,3.5,234,28.2,10.1,10.5,1.3,5.3,72625.0,0.021158100153659508,3.720462543991956,86.97838109602816,3.0417295123177475,2.3127199597787835,3.946706887883358,0.021237607200758363,3.34075723830735,87.97327394209354,2.990773146675151,2.3544384346166085,3.34075723830735,84.88843813387425,15.111561866125761,30.995475113122172,24.157868275515334,5.88235294117647
989,12033002605,5178,427,3114,1047,41,232,18,15,284,3550,238,2302,653,33,195,16,7,106,2052,1816,236,28.8,49.4,27.5,50.6,30.2,2.85,3.22,2.0,18.2,53.1,2.79,46.9,2.92,73.9,60.4,12.4,45664.0,46543.0,35977.0,86190.0,21875.0,1258,11.7,779,4.7,408,27.0,17.2,16.5,4.6,3.2,50048.9417989418,0.02754063413666388,8.24642719196601,60.139049826187716,20.22016222479722,4.480494399382001,6.913866357667054,0.02398775232665994,6.704225352112676,64.84507042253522,18.3943661971831,5.492957746478874,4.563380281690141,88.4990253411306,11.500974658869396,24.29509463113171,15.044418694476633,7.879490150637311
990,12033002701,2925,167,1918,423,17,251,3,8,138,2145,93,1499,280,16,198,3,1,55,1204,1115,89,38.5,48.1,37.9,51.9,39.2,2.62,2.99,2.0,10.5,71.6,2.53,28.4,2.85,62.2,53.7,7.7,58807.0,60338.0,58611.0,14423.0,0.0,865,8.4,634,3.0,127,42.5,22.0,2.5,4.6,3.0,23542.779199999997,0.015557426583573166,5.7094017094017095,65.57264957264958,14.461538461538462,8.581196581196583,5.675213675213675,0.014494008095967766,4.335664335664335,69.88344988344988,13.053613053613052,9.230769230769232,3.4965034965034967,92.60797342192691,7.392026578073089,29.572649572649574,21.675213675213676,4.341880341880342
991,12033002703,3152,176,1348,1430,21,47,6,6,118,2157,108,1052,889,16,37,6,2,47,1425,1197,228,29.1,46.6,28.9,53.4,29.4,2.63,3.12,4.4,12.5,44.6,2.49,55.4,2.75,65.7,53.5,18.6,29505.0,33240.0,29299.0,0.0,0.0,743,14.9,302,4.6,328,29.6,33.2,5.0,8.1,8.1,8654.0,0.016764789262024828,5.583756345177665,42.766497461928935,45.36802030456853,1.4911167512690355,4.790609137055838,0.01457509345594521,5.006954102920723,48.771441817338896,41.21464997681966,1.7153453871117292,3.291608715808994,84.0,16.0,23.57233502538071,9.581218274111675,10.406091370558377
992,12033002704,5177,320,3571,815,41,241,13,9,167,3954,218,2896,502,39,199,12,4,84,2439,2133,306,36.4,48.7,35.4,51.3,37.4,2.39,2.92,2.7,15.5,61.0,2.35,39.0,2.45,62.8,51.4,9.0,41301.0,43343.0,31375.0,24917.0,21172.0,1335,12.6,845,3.3,330,37.3,18.4,5.5,13.0,8.8,22784.0,0.027535315358344713,6.181186015066641,68.97817268688429,15.742708132122852,4.655205717597064,4.442727448329148,0.026717626112567158,5.513404147698533,73.24228629236217,12.696004046535153,5.032878098128477,3.51542741527567,87.4538745387454,12.546125461254611,25.787135406606144,16.32219432103535,6.374348078037473
993,12033002801,2568,126,1827,418,21,83,2,2,89,2036,93,1546,262,17,72,2,0,44,1388,1130,258,42.5,49.1,39.8,50.9,45.9,2.25,2.85,3.4,29.3,65.4,2.26,34.6,2.25,57.0,48.9,14.2,27196.0,26014.0,32674.0,0.0,0.0,804,25.9,484,14.3,249,44.2,17.6,20.5,24.2,2.8,65855.0,0.013658622723629365,4.906542056074766,71.14485981308411,16.27725856697819,3.23208722741433,4.439252336448598,0.013757482742839337,4.567779960707269,75.93320235756386,12.868369351669942,3.536345776031434,3.094302554027505,81.41210374639769,18.587896253602306,31.308411214953267,18.847352024922117,9.69626168224299
