,Id2,TOT_POP,TOT_H,TOT_WA,TOT_BA,TOT_IA,TOT_AA,TOT_NA,TOT_OTHER,TOT_TOM,TOT_18+,TOT_H_18+,TOT_WA_18+,TOT_BA_18+,TOT_IA_18+,TOT_AA_18+,TOT_NA_18+,TOT_OTHER_18+,TOT_TOM_18+,TOT_HOUS_UNITS,OCC_HOUS_UNITS,VAC_HOUS_UNITS,Number; SEX AND AGE - Total population - Median age (years),Percent; SEX AND AGE - Male population,Number; SEX AND AGE - Male population - Median age (years),Percent; SEX AND AGE - Female population,Number; SEX AND AGE - Female population - Median age (years),Number; HOUSEHOLDS BY TYPE - Total households - Average household size,Number; HOUSEHOLDS BY TYPE - Total households - Average family size [7],Number; HOUSING OCCUPANCY - Total housing units - Homeowner vacancy rate (percent) [8],Number; HOUSING OCCUPANCY - Total housing units - Rental vacancy rate (percent) [9],Percent; HOUSING TENURE - Occupied housing units - Owner-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Owner-occupied housing units - Average household size of owner-occupied units,Percent; HOUSING TENURE - Occupied housing units - Renter-occupied housing units,Number; HOUSING TENURE - Occupied housing units - Renter-occupied housing units - Average household size of renter-occupied units,In labor force; Estimate; Population 16 years and over,Employed; Estimate; Population 16 years and over,Unemployment rate; Estimate; Population 16 years and over,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,In labor force; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Employed; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Unemployment rate; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_x,In labor force; Estimate; Hispanic or Latino origin (of any race),Employed; Estimate; Hispanic or Latino origin (of any race),Unemployment rate; Estimate; Hispanic or Latino origin (of any race),Total; Estimate; Households,Median income (dollars); Estimate; Households,Total; Estimate; One race-- - White,Median income (dollars); Estimate; One race-- - White,Total; Estimate; One race-- - Black or African American,Median income (dollars); Estimate; One race-- - Black or African American,Total; Estimate; One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; One race-- - American Indian and Alaska Native,Total; Estimate; One race-- - Asian,Median income (dollars); Estimate; One race-- - Asian,Total; Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; One race-- - Some other race,Median income (dollars); Estimate; One race-- - Some other race,Total; Estimate; Two or more races,Median income (dollars); Estimate; Two or more races,Total; Estimate; Hispanic or Latino origin (of any race)_y,Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Less than high school graduate,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - High school graduate (includes equivalency),Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Some college or associate's degree,Total; Estimate; POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL - Bachelor's degree or higher
2008,12085001200,2116,814,1096,124,15,18,3,3,43,1571,517,913,80,13,15,3,3,27,970,805,165,33.6,55.1,33.5,44.9,33.6,2.62,3.24,1.9,15.2,38.4,2.45,61.6,2.72,66,62.6,5.2,62.5,58,7.1,73.6,73.6,0,100,100,0,-,-,-,-,-,-,75.2,75.2,0,100,100,0,569,77.7,73.5,5.4,734,40614,86.4,40909,5.2,29286,0,-,0,-,0,-,6.9,40990,1.5,-,23.4,45568,43.5,8.1,28.8,6.3
2009,12085001301,5637,2208,2966,369,19,21,0,10,44,4448,1509,2635,252,15,16,0,3,18,2545,2104,441,36.9,54.9,34.6,45.1,40.6,2.68,3.02,4.7,9.7,59,2.12,41,3.48,65.9,62.9,4.5,60.9,57.8,5,83.2,79.1,4.9,-,-,-,-,-,-,-,-,-,88,85.7,2.6,100,100,0,1574,89.5,88.7,0.9,1739,57449,88.7,64018,6.7,28920,0,-,0,-,0,-,4.1,39048,0.5,-,16,49145,18.7,7.6,9.7,1.6
2010,12085001302,4022,128,3807,35,5,17,0,1,29,3582,89,3423,29,5,15,0,1,20,2375,1954,421,58.2,47.9,57.2,52.1,58.9,2.01,2.5,2.7,18.6,87.5,2.01,12.5,2.0,57.5,54.1,5.9,57.3,53.9,5.9,-,-,-,-,-,-,-,-,-,-,-,-,100,100,0,54.5,54.5,0,40,100,100,0,1635,64938,97.7,64063,0,-,0,-,0,-,0,-,1,-,1.3,44792,0.7,-,0,11.2,8,1.3
2011,12085001404,5595,462,4552,451,6,52,0,9,63,4535,286,3835,333,6,42,0,4,29,2903,2410,493,48.7,49.3,47.7,50.7,49.9,2.32,2.78,4.5,11.6,83.4,2.29,16.6,2.49,60.2,54.5,9.4,59.3,54,9,72.8,54.4,25.2,100,100,0,100,100,0,-,-,-,-,-,-,-,-,-,267,83.5,76.4,8.5,2243,55369,94.6,56429,3.3,33393,1,65781,1.1,45662,0,-,0,-,0,-,4.2,26272,30.8,3.9,7.3,4.5
2012,12085001406,3529,128,3223,81,7,51,1,4,34,2889,103,2653,58,3,43,1,4,24,1549,1390,159,49.3,49,48.8,51,49.9,2.49,2.84,1.7,14,86,2.45,14,2.72,60.7,56.2,7.4,60,55.4,7.7,100,100,0,-,-,-,-,-,-,-,-,-,27.8,27.8,0,100,100,0,127,64.6,64.6,0,1390,84545,95.7,88125,0.8,-,0,-,0,-,0,-,0,-,3.5,17042,4,31771,5.3,2.1,5.1,0
2013,12085001407,1874,21,1823,11,0,4,0,0,15,1831,21,1784,9,0,4,0,0,13,1574,1176,398,70.5,47.3,70.9,52.7,70.3,1.59,2.13,5.6,19.3,88.7,1.6,11.3,1.57,25,23.4,6.3,25.1,23.6,6.3,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,58.8,58.8,0,1220,30804,99.2,31027,0.8,-,0,-,0,-,0,-,0,-,0,-,0.7,-,9.6,11.9,7.7,0
2014,12085001408,3228,318,2545,296,12,19,5,0,33,2703,200,2228,232,7,17,3,0,16,1890,1542,348,47.8,49.4,44.8,50.6,51.1,2.0,2.74,2.5,10.7,58.2,2.07,41.8,1.9,58.6,52.4,10.5,57.1,51.3,10.2,79,66.4,15.9,-,-,-,-,-,-,-,-,-,100,100,0,-,-,-,182,36.3,36.3,0,1338,38281,94,38750,6,16875,0,-,0,-,0,-,0,-,0,-,3.8,14135,11.9,29,2.3,0
2015,12085001409,2743,117,2525,60,1,29,1,1,9,2372,87,2213,41,1,22,1,1,6,1517,1334,183,57.9,48.3,56.6,51.7,59.6,2.06,2.49,3.2,19,86.9,2.0,13.1,2.41,51.5,45,12.7,50.7,44,13.2,100,100,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,100,100,0,1385,43989,98,44099,2,22059,0,-,0,-,0,-,0,-,0,-,0.8,172708,25.5,8.9,3.8,0
2016,12085001410,5375,635,3860,748,19,43,4,1,65,4484,397,3493,503,17,36,4,1,33,3212,2506,706,53.6,46.4,51.4,53.6,55.1,2.14,2.65,2.7,10.2,76.6,1.98,23.4,2.68,52.3,47.1,10,46.4,43.6,6,67.4,50.4,25.2,100,100,0,51.5,51.5,0,-,-,-,80.1,80.1,0,69.7,54.5,21.7,283,94.7,94.7,0,2372,47692,83,50417,12.9,20927,0,-,1.1,47411,0,-,1.7,105227,1.3,51000,2.9,107216,20.2,10.4,2,2.9
2017,12085001500,3707,156,3420,62,9,35,1,1,23,3300,127,3073,48,6,31,1,1,13,2491,1803,688,58.6,48.6,57.3,51.4,59.6,2.02,2.48,3.5,7.1,88.5,2.02,11.5,1.96,45.8,43.8,4.3,45.5,43.9,3.6,100,42.9,57.1,-,-,-,88.5,88.5,0,-,-,-,-,-,-,27.3,27.3,0,66,22.7,22.7,0,1388,75233,97.7,74231,0.3,-,0,-,0.4,49375,0,-,0,-,1.6,-,3.5,103977,6.8,9.8,4.3,3.6
2018,12085001601,4176,147,3952,26,4,20,0,3,24,3631,95,3479,15,3,18,0,2,19,2477,2010,467,59.5,47.8,58.0,52.2,60.7,2.03,2.52,3.2,12.5,90.4,2.03,9.6,2.1,48.5,46.7,3.6,48.2,46.4,3.7,-,-,-,-,-,-,51.1,51.1,0,-,-,-,-,-,-,100,100,0,59,33.9,33.9,0,1862,84762,98.1,85000,0,-,0,-,1.2,-,0,-,0,-,0.8,-,1.6,85234,12.8,2.3,0,0
2019,12085001602,1086,72,1001,2,2,6,0,0,3,859,55,793,2,2,6,0,0,1,455,415,40,50.4,49.3,51.0,50.7,49.9,2.62,2.85,1.2,30.4,96.1,2.63,3.9,2.38,70.5,61.4,12.9,71.8,62.6,12.9,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,376,140889,100,140889,0,-,0,-,0,-,0,-,0,-,0,-,0,-,24.1,11.8,0,0
2020,12085001700,9994,753,8838,162,13,99,1,7,121,8012,519,7221,119,9,80,1,4,59,4429,3971,458,48.3,49.9,48.3,50.1,48.3,2.51,2.84,2.8,11.4,89.9,2.5,10.1,2.58,59.7,53.9,9.8,60,54.1,9.8,89,80.4,9.7,-,-,-,100,100,0,-,-,-,30,30,0,19.7,14.6,25.7,322,45,45,0,3468,62597,97,62016,1.3,94688,0,-,0.7,228000,0,-,0,-,1,27361,2.7,23906,14.5,11.2,11.3,5.4
2021,12085001801,7008,4270,1569,1070,12,47,1,2,37,4980,2699,1437,782,7,38,1,1,15,2051,1826,225,30.4,55.8,30.4,44.2,30.5,3.74,3.88,3.2,11.3,63.3,3.44,36.7,4.25,54,47.4,12.2,47.2,42.1,10.9,65.5,42.1,35.7,0,0,-,90.7,90.7,0,-,-,-,65.9,65.6,0.5,0,0,-,2477,60.5,56,7.5,1542,36154,70.9,34912,8.6,23750,1.7,-,1.8,41667,0,-,16.5,51613,0.5,-,47.3,31346,39.8,36.6,20.7,3.5
2022,12085001802,3300,1024,1367,877,5,10,1,2,14,2854,719,1240,872,2,5,1,2,13,629,537,92,37.8,75.8,38.1,24.2,35.6,2.93,3.33,1.4,10.1,66.9,2.77,33.1,3.23,31.1,30.5,1.9,40.5,40.5,0,0,0,-,-,-,-,-,-,-,-,-,-,59,53.9,8.7,74.4,74.4,0,716,45.4,43.3,4.6,547,35298,77.5,38621,0,-,0,-,0,-,0,-,15.4,26591,7.1,13319,40.6,28333,19.1,33.3,0,84.6
2023,12085990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,(X),0.0,(X),0.0,0.0,0.0,(X),(X),(X),0.0,(X),0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,12085990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,(X),0.0,(X),0.0,0.0,0.0,(X),(X),(X),0.0,(X),0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025,12086000107,2347,1025,1175,68,2,40,0,11,26,2021,905,990,60,2,39,0,11,14,1863,1210,653,41.8,50,41.8,50,42.0,1.94,2.64,27.8,11,41.7,2.15,58.3,1.79,70.2,68.4,2.5,70.6,68.8,2.5,-,-,-,-,-,-,-,-,-,-,-,-,50,50,0,100,100,0,834,80.5,76.5,4.9,1111,65898,97,67188,0,-,0,-,0,-,0,-,2.3,-,0.7,-,38,43947,25,5.5,9.5,9.3
2026,12086000109,4086,1835,1012,1051,4,92,1,22,69,3396,1483,884,860,3,88,1,20,57,2296,1871,425,30.0,48.3,30.8,51.7,28.9,2.09,2.88,25.3,6.7,19.5,2.18,80.5,2.07,69.7,60.7,12.5,68.4,64.5,4.9,81.6,62.3,23.7,-,-,-,47.3,42.3,10.6,-,-,-,47.1,33.3,29.3,76.8,57.1,25.6,1017,71.2,68.2,4.1,1480,34559,59.6,40258,26.1,32639,0,-,9.9,22591,0,-,2.1,29464,2.2,45972,37.6,39750,34.7,12.3,26.5,7
2027,12086000113,6913,2544,3865,306,7,111,0,16,64,5855,2110,3330,249,5,94,0,15,52,5203,3510,1693,40.0,47,39.2,53,40.6,1.97,2.6,4.9,11.6,49.7,1.85,50.3,2.08,64.9,61.4,5.5,64.5,60.7,6,68.4,68.4,0,-,-,-,100,100,0,-,-,-,100,100,0,32.8,32.8,0,1606,71.6,63.6,11.1,2821,62017,89.5,68188,6.6,42177,0,-,1,153158,0,-,1.1,55526,1.8,66131,26.6,56650,13.2,8.2,8.3,9.6
2028,12086000115,3139,1241,1745,93,2,29,0,3,26,2470,1012,1329,78,2,26,0,3,20,2326,1342,984,38.8,48.7,38.5,51.3,39.0,2.34,3.04,12.2,37.2,50.3,2.55,49.7,2.13,54.4,50,8.1,51.2,48.3,5.8,100,81,19,-,-,-,-,-,-,-,-,-,67.3,32.7,51.4,100,100,0,929,56.5,50.2,11.2,1269,69115,90.2,68490,6.9,75458,0,-,0,-,0,-,1.4,-,1.5,-,32.9,70104,1.7,14.2,19.5,6.5
2029,12086000118,1015,332,609,27,0,34,0,7,6,835,285,500,16,0,30,0,1,3,1443,451,992,44.3,50.5,44.1,49.5,44.5,2.25,2.83,37.4,3.4,56.3,2.12,43.7,2.42,34.7,32.2,7.2,34.7,32.2,7.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,27.7,27.7,0,226,71389,100,71389,0,-,0,-,0,-,0,-,0,-,0,-,37.6,85365,15.3,0,0,16.8
2030,12086000119,4332,1578,2466,156,2,76,5,14,35,3684,1326,2123,125,2,69,4,9,26,3203,2236,967,43.0,44.8,41.1,55.2,45.5,1.94,2.67,3.9,7.2,56.8,1.88,43.2,2.02,47.2,45.3,3.7,46.8,44.7,4,100,100,0,-,-,-,17.3,17.3,0,-,-,-,100,100,0,0,0,-,1204,60.8,55.3,9,2342,57404,92.5,60846,0,-,0,-,4.4,23672,0,-,2,-,1.1,-,28.7,88271,4.2,11.5,11.7,9.2
2031,12086000120,4289,1993,1902,190,5,134,0,11,54,3512,1628,1555,161,3,119,0,9,37,2389,1919,470,41.7,49.6,41.5,50.4,41.8,2.24,2.9,4,21.9,72.9,2.31,27.1,2.04,69.2,65.8,3.9,69.4,65.4,4.6,52.1,52.1,0,-,-,-,68.1,68.1,0,-,-,-,74.4,74.4,0,100,100,0,1431,69.3,63.9,5.7,1660,52727,88.9,65088,3.3,50282,0,-,3.8,32969,0,-,4,44250,0,-,44.2,66705,18.3,3,3.5,7.7
2032,12086000121,1555,424,1075,23,1,18,0,2,12,1366,356,963,21,1,14,0,2,9,1818,787,1031,55.4,45.9,53.4,54.1,56.9,1.98,2.51,1.7,31.9,71.5,1.87,28.5,2.24,43.6,39,10.6,43.7,39,10.8,100,100,0,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,123,25.2,25.2,0,751,80648,95.5,81160,1.9,-,0,-,0,-,0,-,2.7,-,0,-,6.5,23813,23.9,9.4,5.7,8.9
2033,12086000122,3699,1136,2392,83,3,46,0,12,27,3273,962,2170,70,3,37,0,9,22,2866,2015,851,55.7,43.9,51.9,56.1,58.9,1.84,2.48,4.4,9,78.5,1.77,21.5,2.07,45.3,39.4,13.1,44.7,41.3,7.7,76.3,48.8,36.1,-,-,-,0,0,-,-,-,-,46.6,23.2,50.3,100,100,0,1231,58.8,49.1,16.6,1995,65156,94.6,59962,1.3,74531,0,-,0.9,-,0,-,2.7,-,0.5,-,23.2,79717,11.4,4.2,6.4,6.8
2034,12086000123,3761,1464,2176,53,5,32,1,2,28,3243,1245,1899,40,4,31,1,1,22,3981,1831,2150,50.8,47.7,49.2,52.3,52.6,2.05,2.67,5.8,17.9,68.5,1.99,31.5,2.18,46.5,42.2,8,44.7,41,6.8,76.9,51.3,33.3,-,-,-,-,-,-,0,0,-,86.8,77.4,10.9,-,-,-,1570,57.6,55.3,4.1,2236,38673,92.2,38673,2.5,16181,0,-,0,-,2.2,"2,500-",3,101875,0,-,32.9,52519,17,23.1,11.2,1.2
2035,12086000124,3206,1122,702,1246,5,47,10,11,63,2744,969,664,992,5,41,9,9,55,1329,1096,233,28.0,47.8,29.9,52.2,26.6,2.11,2.96,5.5,16.4,45.2,1.96,54.8,2.24,69.2,64.2,7.3,66.7,61.2,8.3,73,67.4,7.7,-,-,-,0,0,-,-,-,-,92.2,92.2,0,100,100,0,701,82,73.6,10.3,958,34813,48.5,42019,43.1,34181,0,-,0,-,0,-,5.2,50469,3.1,-,34.8,43267,0,3.1,4.5,4.2
2036,12086000125,3852,1517,2076,137,6,56,0,12,48,3278,1243,1830,109,3,44,0,10,39,2628,1919,709,41.7,45.7,40.6,54.3,43.0,2.01,2.64,2.5,11.8,47.2,1.82,52.8,2.18,51.7,49.5,4.3,49.3,47.9,2.7,100,100,0,-,-,-,-,-,-,-,-,-,58.1,35.3,39.2,100,100,0,1640,48.2,48.2,0,1831,37732,92.9,38021,1.9,-,0,-,0,-,0,-,4.4,24097,0.8,-,42,35781,22,3.7,19.4,8.7
2037,12086000126,2022,895,1074,12,0,17,0,6,18,1773,776,953,10,0,13,0,5,16,2029,1055,974,57.3,44.6,55.3,55.4,59.2,1.92,2.58,3.6,14.4,55.2,1.99,44.8,1.82,34.9,32.1,6.2,34.5,31.6,6.4,0,0,-,-,-,-,-,-,-,-,-,-,100,100,0,-,-,-,709,48,46.3,0,1042,33824,96.7,33794,1.5,-,0,-,0,-,0,-,1.7,-,0,-,41.6,34603,34.4,9.7,42.4,14.9
2038,12086000127,3415,1555,1649,92,3,64,4,8,40,2858,1318,1361,82,3,56,4,5,29,2031,1676,355,45.8,47,44.8,53,46.7,2.04,2.74,5.2,9.7,69.6,2.01,30.4,2.11,64.2,57.5,10.5,62.8,57.7,8.1,78.9,38.1,51.7,-,-,-,100,100,0,-,-,-,100,100,0,45.8,45.8,0,1369,58.8,49.5,15.8,1525,47034,92.9,46534,4.9,55958,0,-,0.5,-,0,-,1.7,52969,0,-,39.8,46345,20.9,13.5,11,4
2039,12086000128,2664,1319,1059,137,7,91,0,18,33,2260,1129,903,115,3,78,0,13,19,1669,1319,350,42.2,48.5,41.4,51.5,43.2,2.0,2.72,4.4,7.5,62.9,2.07,37.1,1.9,77.3,73.6,4.9,77.6,73.5,5.4,100,100,0,-,-,-,58.5,58.5,0,-,-,-,-,-,-,-,-,-,551,85.8,79.1,7.8,860,75444,88.8,76355,5.9,41713,0,-,5.2,11607,0,-,0,-,0,-,27.8,51655,36.5,10.8,2.2,2.5
2040,12086000129,2265,618,1582,29,0,22,0,2,12,1994,494,1442,26,0,20,0,2,10,1995,1102,893,60.1,46.9,61.3,53.1,59.1,2.06,2.51,3.6,11.6,88.5,2.06,11.5,2.03,44.4,44.4,0,45.3,45.3,0,44.8,44.8,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,-,410,58.8,58.8,0,1070,140313,97.3,147554,2.7,102734,0,-,0,-,0,-,0,-,0,-,16.3,"250,000+",34.1,5.8,0,5.9
2041,12086000130,2538,1021,1417,43,0,26,0,6,25,2234,890,1261,36,0,24,0,3,20,3279,1314,1965,48.8,48.3,48.0,51.7,50.0,1.93,2.55,35.3,19.3,59.8,1.81,40.2,2.11,56.4,55.8,1,56.7,56.1,1.1,100,100,0,-,-,-,-,-,-,-,-,-,0,0,-,-,-,-,471,74.5,74.5,0,1098,83750,95.6,91944,1.9,-,0,-,0,-,0,-,2.5,-,0,-,24,99181,0,11.5,11.4,0
2042,12086000131,2378,1022,1137,100,8,72,0,10,29,1871,786,909,76,7,61,0,10,22,1764,1075,689,35.5,48.1,36.7,51.9,34.5,2.21,2.88,29.3,19,50,2.32,50,2.11,67.9,66.4,2.3,69,67.4,2.4,-,-,-,-,-,-,100,100,0,-,-,-,34.1,34.1,0,-,-,-,490,70.2,67.1,4.4,517,62054,94.4,57393,0,-,0,-,2.7,-,0,-,2.9,-,0,-,44.5,125129,0,15.6,0,0
2043,12086000132,5622,2178,2973,282,8,119,0,12,50,5092,1955,2732,249,8,104,0,9,35,4301,3347,954,55.5,42.8,51.6,57.2,58.1,1.68,2.44,3.6,13.1,66.7,1.66,33.3,1.72,45.9,42.8,6.6,44.9,42.2,6,-,-,-,-,-,-,100,100,0,-,-,-,100,100,0,100,0,100,1597,60.4,58.7,2.8,3231,29737,98.2,29496,0,-,0,-,0.5,-,0,-,0.8,-,0.6,-,30,35074,34.9,21.3,8.5,12.2
2044,12086000133,6192,2122,3841,105,0,70,1,12,41,4733,1586,2970,85,0,60,1,6,25,3369,2540,829,43.0,48,42.6,52,43.3,2.44,2.92,1.8,4.6,78.9,2.41,21.1,2.54,57.5,55.3,3.8,57.9,55.7,3.8,0,0,-,-,-,-,100,100,0,-,-,-,-,-,-,0,0,-,1695,63.4,61.5,3.1,2570,94531,97.7,92578,1.6,-,0,-,0.7,-,0,-,0,-,0,-,30.8,107031,0,0,8.1,5.2
2045,12086000134,2806,1176,1380,127,2,85,0,5,31,2372,1004,1180,92,1,70,0,2,23,1601,1280,321,46.4,45,43.3,55,49.5,2.12,2.81,2.5,10.5,66.3,1.99,33.8,2.37,59.6,49.7,16.6,52.4,43.6,16.8,84.9,59.4,30,-,-,-,44.4,44.4,0,-,-,-,89.7,89.7,0,100,100,0,985,64.1,58.2,9.2,1498,34615,79,33584,11.8,63147,0,-,2.9,-,0,-,4.3,14360,1.9,-,42,26201,14.8,18.9,12.8,13.8
2046,12086000140,3077,1993,845,133,7,56,1,10,32,2494,1584,715,113,7,49,1,8,17,1790,1398,392,34.6,48.3,34.1,51.7,35.3,2.2,2.78,5.5,13.6,22,2.11,78,2.23,72.3,70.1,3.1,70.2,68.9,1.9,95.2,95.2,0,0,0,-,-,-,-,100,0,100,72.7,72.7,0,42.2,42.2,0,1901,67.1,67.1,0,1689,51275,82.8,50550,10.9,77981,0,-,0,-,2,-,0.7,-,3.7,36143,60.6,48558,64.2,12.3,7.4,16.5
2047,12086000202,6747,3756,1155,1336,7,332,1,40,120,5213,2912,940,955,4,287,1,23,91,2470,2204,266,38.4,48.6,36.1,51.4,40.7,3.02,3.47,3.2,8.5,68.2,3.07,31.8,2.91,77.1,67.9,11.3,74.7,65.5,12.3,86.6,75.1,10.4,-,-,-,67.4,67.4,0,-,-,-,82.9,82.9,0,87,70.4,19,3500,79.7,67.7,14.1,2259,53796,67,56955,21.9,46033,0,-,4.2,29891,0,-,3.4,53869,3.6,22411,47.1,57008,16.8,9.4,7.5,5.4
2048,12086000204,4655,1121,242,3030,8,131,4,0,119,3470,881,207,2179,8,108,1,0,86,1305,1225,80,35.0,47.3,33.1,52.7,37.0,3.8,4.03,1.6,5.5,75,3.91,25,3.45,67.6,59.8,11.3,60.8,53.8,10.3,72,62.3,13.5,-,-,-,73.1,73.1,0,-,-,-,32.9,32.9,0,100,100,0,1031,63.3,59.1,6.7,1224,51304,36.4,41622,56.4,51920,0,-,4.9,53900,0,-,2.4,41771,0,-,26.3,42028,14.1,5.7,1.9,16.7
2049,12086000206,5349,1193,302,3563,5,111,2,21,152,3951,917,240,2579,4,98,1,16,96,1711,1579,132,34.6,47.8,31.1,52.2,37.1,3.39,3.84,3,8.9,59.7,3.62,40.3,3.05,73,64.3,12,62.3,61.6,1.1,76.3,65.4,14.3,-,-,-,32.3,32.3,0,-,-,-,84.3,62.7,25.6,73.8,73.8,0,738,68,68,0,1539,34705,25.7,36133,67.6,34022,0,-,1.4,22386,0,-,4.2,25703,1.2,39545,20.4,35703,25.4,8.7,11,8.1
2050,12086000209,6695,1202,450,4788,13,89,0,14,139,4833,910,394,3337,6,78,0,8,100,2234,2093,141,31.5,47.6,30.9,52.4,32.0,3.12,3.64,1.4,6.1,33,3.54,67,2.92,68.2,61.9,9.2,68.7,62.6,8.8,67.6,61.1,9.6,-,-,-,100,100,0,-,-,-,-,-,-,-,-,-,1235,70,64,8.4,2307,35380,27,44524,71.1,29306,0,-,1.9,44234,0,-,0,-,0,-,19.6,36023,23.2,16,27,3
2051,12086000211,3149,1574,703,668,6,137,5,31,25,2440,1253,590,450,2,105,5,13,22,1160,1078,82,37.2,48.7,34.8,51.3,39.6,2.92,3.26,2.3,7.7,56,2.81,44,3.07,61.6,55.2,10.3,57,51,10.5,71.9,62.4,13.2,-,-,-,100,91.5,8.5,-,-,-,59.8,59.8,0,100,100,0,820,60,56.1,6.5,925,53438,76,53313,16.4,29500,0,-,6.1,77115,0,-,1.5,44091,0,-,35.1,47054,10.5,4.9,7,17.5
2052,12086000212,4616,1560,382,2511,4,74,2,5,78,3322,1146,308,1736,3,64,2,5,58,1962,1664,298,30.8,47.2,30.1,52.8,31.5,2.71,3.29,17,11.7,15.4,2.58,84.6,2.74,68.8,62.1,9.8,51.8,49.1,5.2,71.6,63.5,11.3,-,-,-,100,100,0,-,-,-,100,86.1,13.9,65.4,65.4,0,1119,76.2,68.7,9.8,1585,31561,25.9,42083,66.5,27929,0,-,3.3,89286,0,-,3.3,193375,1.1,-,22.1,43350,10.6,20.9,10.2,0
2053,12086000213,5049,1193,1506,1915,8,271,0,26,130,3643,961,975,1379,6,212,0,15,95,1711,1505,206,33.0,48.1,31.0,51.9,34.7,3.35,3.77,2.9,8.5,65.6,3.39,34.4,3.27,69.7,61.4,11.9,68.7,63.8,7.1,73.2,67.2,8.3,100,100,0,70.2,37,47.2,-,-,-,0,0,-,100,100,0,1263,73.6,72.1,1.9,1403,50184,51.5,60152,34.2,38265,1.2,-,8.8,33269,0,-,1.9,33393,2.4,103036,27,55593,0,18,15.7,8.6
